"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","5.90",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","501",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","access",0.00665701268451849
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","act",0.0066800180083538
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","addit",3.42648230032229e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","adjust",0.0199569906079716
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","advanc",0.0132898963877527
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","advanc notic",0.0132812881434535
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","altern",0.00664459281021614
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","amount",4.636694316395e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","announc",0.0066518888473598
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","annual",2.39791269953146e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","appli",0.00666713793599822
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","applic",7.47400523080342e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","april",0.0265643341344423
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","assign",0.00664461054008461
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","audit",2.45613559009029e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","averag",1.7253249459766e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","base",0.00671890472615126
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","begin",0.0132921387652554
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","beneficiari",0.00667961436584126
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","benefit",0.000122255156361991
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","bid",8.1893263518338e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","calcul",3.09517082544058e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","card",0.0199188006723628
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","ch13",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","chang",0.00666871938232037
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","chip",0.0066422273991062
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","claim",0.00666101873151165
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","cms.hhs.gov",0.00664015276719587
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","code",0.0199235420464398
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","comment",0.00665414109990808
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","complet",2.19216231851047e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","complianc",2.00966907275814e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","condit",2.37870627150942e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","congress",0.00664602668176574
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","continu",0.0066804154782133
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","contract",7.56545577511163e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","cost",0.000261874760386571
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","cost share",8.05741922239423e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","counti",3.05813471263022e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","cover",3.18634912281245e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","coverag",5.06364971052599e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","current",0.0133076193522343
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","dai",2.41818796707954e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","data",0.00669505244367394
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","decemb",0.00664570540573604
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","decis",0.00664584205064373
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","default",0.00663944896300156
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","defin",2.17008967213223e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","determin",5.71556306746699e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","differ",2.06653331433826e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","discuss",0.0265622917823789
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","dissemin",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","doc",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","documents.html",0.00664034037151099
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","drug",0.00674306118712019
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","elig",2.16160299293015e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","enhanc",1.9272578072055e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","enrol",5.83919119178199e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","enrolle",8.1463794000679e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","esrd",3.28545575346219e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","establish",1.98170308359676e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","estim",2.39155830774279e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","evalu",1.99628720401545e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","exchang",0.00663915026385645
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","factor",0.0132968513936791
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","fee",1.99447382100201e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","ff",3.05756508702051e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","file",1.73663674494147e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","final",0.0133098291229032
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","formulari",3.20303774445952e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","found",0.0199221740045865
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","hicn",0.0199174507915694
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","http www.cms.gov",0.0132841210386386
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","identifi",0.00666466825134127
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","ii",2.73652180522072e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","implement",2.5816095848073e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","includ",0.0133759885561731
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","increas",3.3737028591527e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","index.html",0.00664058873605526
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","individu",1.80374186836413e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","inform",0.0199560402150627
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","initi",0.0066552912179329
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","insur",0.00664164969611635
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","level",2.87376334597349e-05
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","limit",2.17210411203521e-05
