"doc1","doc2","distance"
"Section II Part C Optional Supplemental Benefits","Section III Tier Composition",0.145100765653013
"Section II Cost Plan Competition Requirements","Section I Incomplete and Inaccurate Bid Submissions",0.145082987952111
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section IV   Medicare Medicaid Plans",0.145024332875668
"Section II Transparency   Timeliness with Prior Authorization Processes","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.145006098459252
"Section II Employer Group Waiver Plans","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.144951357863786
"Section II Maximum Out of Pocket (MOOP) Limits","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.144828986747723
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section A.  Update of the RxHCC Model",0.144582746926056
"Section I Enforcement Actions for Provider Directories","Section II Overview of CY 2019 Benefits and Bid Review",0.144425428402562
"Section I Annual Calendar","Section A.  Update of the RxHCC Model",0.144407560121515
"Section C.  IME Phase Out","Section II Part C Cost Sharing Standards",0.144387658420656
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.144277079882575
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Plans with Low Enrollment",0.144108936640411
"Section II Cost Plan Transition to MA under MACRA","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.143964052242002
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section O.  Quality Payment Program",0.143788452093464
"Section A.  Update of the RxHCC Model","Section G.  MA Employer Group Waiver Plans",0.14368616030191
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Part C Cost Sharing Standards",0.143661376445264
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section I.  ESRD Risk Adjustment Model for CY 2019",0.143637676679348
"Section II Part C Optional Supplemental Benefits","Section A.  Update of the RxHCC Model",0.143621510738034
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.143512813077021
"Section II Employer Group Waiver Plans","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.143471838479397
"Section I Annual Calendar","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.14329951688593
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section II Total Beneficiary Cost (TBC)",0.143273096189736
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.143056099992123
"Section I Annual Calendar","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",0.143036313105177
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section II Part C Optional Supplemental Benefits",0.142920454275172
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Plans with Low Enrollment",0.14270857592093
"Section M.  Medical Loss Ratio Credibility Adjustment","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.142705427995862
"Section III Specialty Tiers","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.142535858503201
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.142264261282513
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section I Incomplete and Inaccurate Bid Submissions",0.142239455574112
"Section B.  FFS Growth Percentage","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.14206930350496
"Section II Outpatient Observation Services","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.142056580378424
"Section I Innovations in Health Plan Design","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.14198277448435
"Section III Coordination of Benefits (COB) User Fee","Section III Tier Composition",0.141813338231596
"Section II Health Related Supplemental Benefits","Section II Maximum Out of Pocket (MOOP) Limits",0.141758652674496
"Section I Annual Calendar","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.141633771895642
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.1416203204843
"Section II Employer Group Waiver Plans","Section C.  IME Phase Out",0.14159136794715
"Section III CY 2019 Formulary Submission Window","Section I Validation Audits",0.141509630021205
"Section II Outpatient Observation Services","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.141452853132822
"Section III Tier Composition","Section II Total Beneficiary Cost (TBC)",0.141428661931878
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section IV   Medicare Medicaid Plans",0.141266739133294
"Section A.  Update of the RxHCC Model","Section II Part C Cost Sharing Standards",0.141153857949318
"Section II Plans with Low Enrollment","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.141124903947756
"Section II Total Beneficiary Cost (TBC)","Section L.  Normalization Factors",0.141077747835114
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.141033947303908
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section E.  Clinical Trials",0.140950840137686
"Section I Annual Calendar","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.140944164711212
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.140900303173062
"Section C.  IME Phase Out","Section O.  Quality Payment Program",0.140782035133427
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.140706574887032
"Section II Cost Plan Transition to MA under MACRA","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.140611019591813
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.140533787539269
"Section C.  IME Phase Out","Section II Maximum Out of Pocket (MOOP) Limits",0.140465883745988
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.14037783103335
"Section III Expanding the Part D OTC Program","Section I Validation Audits",0.140102566702533
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section IV   Medicare Medicaid Plans",0.139995176087308
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Part C Cost Sharing Standards",0.139991547253448
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section I Incomplete and Inaccurate Bid Submissions",0.139891109421377
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.139801215846119
"Section II Transparency   Timeliness with Prior Authorization Processes","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.13979472679815
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.139772994517144
"Section II Overview of CY 2019 Benefits and Bid Review","Section III CY 2019 Formulary Submission Window",0.139761208499199
"Section II Overview of CY 2019 Benefits and Bid Review","Section I Innovations in Health Plan Design",0.139682299380882
"Section II Tiered Cost Sharing of Medical Benefits","Section B.  Calculation of Fee for Service Cost",0.139537183266936
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.139502022199165
"Section II Employer Group Waiver Plans","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.139139076188746
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section C.  IME Phase Out",0.138855335933126
"Section II Overview of CY 2019 Benefits and Bid Review","Section A.  Update of the RxHCC Model",0.138844838073804
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.138826416775063
"Section III Benefit Review","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.138735068556653
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section I Incomplete and Inaccurate Bid Submissions",0.138677316822704
"Section O.  Quality Payment Program","Section I Incomplete and Inaccurate Bid Submissions",0.138642265008962
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section G.  MA Employer Group Waiver Plans",0.1385305460525
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Plans with Low Enrollment",0.138264710533146
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Transparency   Timeliness with Prior Authorization Processes",0.138247907798128
"Section III Expanding the Part D OTC Program","Section I Incomplete and Inaccurate Bid Submissions",0.138151137391467
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.138138744896933
"Section III Coordination of Benefits (COB) User Fee","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.137727172902725
"Section III Coordination of Benefits (COB) User Fee","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.13763933566428
