"document","topic","gamma"
"Section III Low Enrollment Plans (Stand alone PDPs only)",14,8.56972373261524e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",14,4.82478581671638e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",14,0.000113213655097334
"Section II Medicare Advantage (MA) Uniformity Flexibility",14,0.997764155230492
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",14,9.14320584075515e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",14,0.000139158099384412
"Section B.  FFS Growth Percentage",14,5.24122117620625e-05
"Section C.  IME Phase Out",14,9.54231032264125e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",14,0.000110915985813902
"Section II Overview of CY 2019 Benefits and Bid Review",14,5.85933437587222e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",14,8.63744368086652e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",14,6.6833487987276e-05
"Section D.  Retiree Drug Subsidy Amounts",14,0.000200386467999052
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",14,8.43742031320311e-05
"Section II Cost Plan Competition Requirements",14,0.00015277311107694
"Section II Medicare Advantage (MA) Segmented Service Area Options",14,0.000166757662467653
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",14,0.000103559874911687
"Section H.  Enhanced Medication Therapy Management (MTM) Model",14,7.50989057399636e-05
"Section I Enforcement Actions for Provider Directories",14,0.000130829918827656
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",14,7.0725529004676e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",14,0.000189939973368573
"Section III Coordination of Benefits (COB) User Fee",14,9.97784722472148e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",14,0.000132414842335871
"Section K.  Medicare Advantage Coding Pattern Adjustment",14,0.000135702752071123
"Section II Outpatient Observation Services",14,0.000142794008653935
"Section II Part C Optional Supplemental Benefits",14,0.000148618649038361
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",14,0.000135702752071121
"Section I Annual Calendar",14,6.98219569628523e-05
"Section III Specialty Tiers",14,0.000161820097530084
"Section N.  Encounter Data as a Diagnosis Source for 2019",14,0.000129282487661466
"Section A.  MA Growth Percentage",14,0.000189939973368566
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",14,0.000263087847876904
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",14,0.000157166518908073
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",14,0.000146625012707639
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",14,0.000161820097530088
"Section III Benefit Review",14,0.000159459363544166
"Section III Timely Updates to LIS Status Based on Best Available Evidence",14,0.000130829918827652
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",14,0.000276393081970322
"Section II Employer Group Waiver Plans",14,0.000269576391233068
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",15,1.16496990490588e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",15,3.83987553121002e-06
"Section I Validation Audits",15,1.01062544543995e-05
"Section B.  Calculation of Fee for Service Cost",15,7.13682816054937e-06
"Section G.  MA Employer Group Waiver Plans",15,1.09135063801155e-05
"Section L.  Normalization Factors",15,1.47998589703257e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",15,9.75451187442759e-06
"Section IV   Medicare Medicaid Plans",15,7.10897796649576e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",15,1.49414754090523e-05
"Section III CY 2019 Formulary Submission Window",15,1.57601314758777e-05
"Section I Incomplete and Inaccurate Bid Submissions",15,2.93396495837402e-05
"Section E.  Clinical Trials",15,2.87228598226277e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",15,1.96396598488205e-05
"Section II Part C Cost Sharing Standards",15,1.92251363046406e-05
"Section II Total Beneficiary Cost (TBC)",15,1.71176006736238e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",15,2.69522331212635e-05
"Section C.  Part D Risk Sharing",15,3.30676128532223e-05
"Section II Maximum Out of Pocket (MOOP) Limits",15,3.2381860588621e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",15,4.6013658139337e-05
"Section O.  Quality Payment Program",15,3.27701945536616e-05
"Section II Health Related Supplemental Benefits",15,4.46965442912159e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",15,3.95245774865932e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",15,5.02438943486862e-05
"Section III Improving Access to Part D Vaccines",15,3.39931663825688e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",15,1.67503526651181e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",15,0.998235562597041
"Section I Innovations in Health Plan Design",15,4.11618437314635e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",15,4.21133920825169e-05
"Section III Tier Composition",15,5.9551030300543e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",15,6.15634954470107e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",15,0.99773579914083
"Section III Expanding the Part D OTC Program",15,7.16527940693765e-05
"Section D.  ESRD Rates",15,4.74107540836581e-05
"Section I Plan Corrections",15,5.36996867816258e-05
"Section A.  Update of the RxHCC Model",15,2.95778305546745e-05
"Section II Tiered Cost Sharing of Medical Benefits",15,7.45864479474404e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",15,0.00012206375438223
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",15,4.66022022579299e-05
"Section II Cost Plan Transition to MA under MACRA",15,0.00010069769538738
"Section II Plans with Low Enrollment",15,6.64273202463596e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",15,8.56972373261472e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",15,4.82478581673532e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",15,0.000113213655097341
"Section II Medicare Advantage (MA) Uniformity Flexibility",15,4.56294850919901e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",15,9.14320584075455e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",15,0.000139158099384413
"Section B.  FFS Growth Percentage",15,5.24122117620625e-05
"Section C.  IME Phase Out",15,9.54231032264147e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",15,0.000110915985813883
"Section II Overview of CY 2019 Benefits and Bid Review",15,5.85933437585872e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",15,8.63744368086609e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",15,6.68334879874087e-05
"Section D.  Retiree Drug Subsidy Amounts",15,0.000200386467999065
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",15,8.43742031320335e-05
"Section II Cost Plan Competition Requirements",15,0.000152773111076938
"Section II Medicare Advantage (MA) Segmented Service Area Options",15,0.000166757662467626
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",15,0.000103559874911676
"Section H.  Enhanced Medication Therapy Management (MTM) Model",15,7.50989057399564e-05
"Section I Enforcement Actions for Provider Directories",15,0.000130829918827656
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",15,7.07255290046788e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",15,0.000189939973368569
"Section III Coordination of Benefits (COB) User Fee",15,9.97784722472099e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",15,0.000132414842335879
"Section K.  Medicare Advantage Coding Pattern Adjustment",15,0.000135702752071118
"Section II Outpatient Observation Services",15,0.000142794008653926
"Section II Part C Optional Supplemental Benefits",15,0.000148618649038349
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",15,0.993350565148515
"Section I Annual Calendar",15,6.98219569628527e-05
"Section III Specialty Tiers",15,0.000161820097530084
"Section N.  Encounter Data as a Diagnosis Source for 2019",15,0.000129282487661467
"Section A.  MA Growth Percentage",15,0.000189939973368565
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",15,0.000263087847876902
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",15,0.000157166518908079
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",15,0.000146625012707635
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",15,0.000161820097530091
"Section III Benefit Review",15,0.000159459363544174
"Section III Timely Updates to LIS Status Based on Best Available Evidence",15,0.000130829918827661
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",15,0.00027639308197032
"Section II Employer Group Waiver Plans",15,0.000269576391233061
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",16,1.16496990495995e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",16,3.83987553116093e-06
"Section I Validation Audits",16,1.01062544544226e-05
"Section B.  Calculation of Fee for Service Cost",16,7.13682816055864e-06
"Section G.  MA Employer Group Waiver Plans",16,1.09135063801338e-05
"Section L.  Normalization Factors",16,1.47998589703297e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",16,9.75451187439319e-06
"Section IV   Medicare Medicaid Plans",16,7.10897796647594e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",16,1.49414754090362e-05
"Section III CY 2019 Formulary Submission Window",16,1.57601314758792e-05
"Section I Incomplete and Inaccurate Bid Submissions",16,0.542669792088095
"Section E.  Clinical Trials",16,2.87228598225663e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",16,1.96396598487864e-05
"Section II Part C Cost Sharing Standards",16,1.92251363046222e-05
"Section II Total Beneficiary Cost (TBC)",16,1.71176006736043e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",16,2.69522331212169e-05
"Section C.  Part D Risk Sharing",16,0.998379686970194
"Section II Maximum Out of Pocket (MOOP) Limits",16,3.23818605885589e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",16,4.60136581393352e-05
"Section O.  Quality Payment Program",16,3.27701945536832e-05
"Section II Health Related Supplemental Benefits",16,4.46965442912379e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",16,3.9524577486608e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",16,5.0243894348588e-05
"Section III Improving Access to Part D Vaccines",16,3.39931663824813e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",16,1.67503526653691e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",16,3.60089265909804e-05
"Section I Innovations in Health Plan Design",16,4.1161843731438e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",16,4.21133920825824e-05
"Section III Tier Composition",16,5.9551030300537e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",16,6.15634954470104e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",16,4.62081807993727e-05
"Section III Expanding the Part D OTC Program",16,7.16527940693708e-05
"Section D.  ESRD Rates",16,4.74107540836578e-05
"Section I Plan Corrections",16,0.997368715347699
"Section A.  Update of the RxHCC Model",16,2.9577830554601e-05
"Section II Tiered Cost Sharing of Medical Benefits",16,7.45864479474366e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",16,0.000122063754382232
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",16,4.66022022579173e-05
"Section II Cost Plan Transition to MA under MACRA",16,0.000100697695387384
"Section II Plans with Low Enrollment",16,6.64273202463696e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",16,8.56972373261587e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",16,4.82478581671547e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",16,0.000113213655097343
